transfer_id,device_id,recorded_at,temperature_c,latitude,longitude,excursion_flag
TRF_00022,SENSOR_016,2024-09-14 07:00:00,2.48,28.694556489718586,77.18073894360747,False
TRF_00022,SENSOR_019,2024-09-14 07:00:00,2.9,28.724685002971153,77.36079251657868,False
TRF_00022,SENSOR_003,2024-09-14 07:00:00,3.08,28.526604866707448,77.32919198193956,False
TRF_00022,SENSOR_001,2024-09-14 07:00:00,3.01,28.69148989121489,77.32514689275908,False
TRF_00022,SENSOR_007,2024-09-14 07:00:00,3.23,28.57210552923925,77.03699171995522,False
TRF_00022,SENSOR_020,2024-09-14 07:00:00,3.84,28.6902598298998,77.33168794104796,False
TRF_00022,SENSOR_011,2024-09-14 07:00:00,10.97,28.759817960927958,77.38841694323389,True
TRF_00022,SENSOR_005,2024-09-14 07:00:00,3.81,28.77941245397781,77.27887468571792,False
TRF_00022,SENSOR_014,2024-09-14 07:00:00,2.57,28.403538936898528,77.30043524442682,False
TRF_00022,SENSOR_014,2024-09-14 07:00:00,2.55,28.428387813943193,77.17909409477139,False
TRF_00023,SENSOR_016,2022-02-23 13:00:00,1.86,28.507008125146413,77.28034998540984,False
TRF_00023,SENSOR_014,2022-02-23 13:00:00,3.34,28.64229199011663,77.342673280798,False
TRF_00023,SENSOR_011,2022-02-23 13:00:00,3.19,28.553783881638132,77.3514767377542,False
TRF_00023,SENSOR_005,2022-02-23 13:00:00,2.57,28.747964575798765,77.03684681621317,False
TRF_00023,SENSOR_005,2022-02-23 13:00:00,3.15,28.70452988847679,77.38051351786042,False
TRF_00023,SENSOR_013,2022-02-23 13:00:00,2.55,28.76452934681218,77.02798114631861,False
TRF_00023,SENSOR_004,2022-02-23 13:00:00,2.49,28.446147382958273,77.13663788195598,False
TRF_00024,SENSOR_007,2024-07-13 12:00:00,1.95,28.448693828110194,77.08482979292987,False
TRF_00024,SENSOR_005,2024-07-13 12:00:00,3.62,28.44342254373883,77.07046550935459,False
TRF_00024,SENSOR_003,2024-07-13 12:00:00,2.43,28.519751991416857,77.28294682210564,False
TRF_00024,SENSOR_006,2024-07-13 12:00:00,1.88,28.75287024909758,77.34148986286968,False
TRF_00024,SENSOR_012,2024-07-13 12:00:00,3.05,28.601742280962053,77.39248234868019,False
TRF_00024,SENSOR_005,2024-07-13 12:00:00,2.33,28.591847078860006,77.31214820722901,False
TRF_00026,SENSOR_002,2022-11-29 17:00:00,5.54,28.457640138813108,77.34626223991836,False
TRF_00026,SENSOR_012,2022-11-29 17:00:00,4.44,28.581592632651837,77.14283512618698,False
TRF_00026,SENSOR_001,2022-11-29 17:00:00,4.68,28.587318017736376,77.29385883543348,False
TRF_00026,SENSOR_009,2022-11-29 17:00:00,4.04,28.514695840494884,77.20080991331886,False
TRF_00026,SENSOR_020,2022-11-29 17:00:00,5.68,28.400196535853,77.16869865884624,False
TRF_00026,SENSOR_018,2022-11-29 17:00:00,4.75,28.547779512625645,77.36680696147467,False
TRF_00026,SENSOR_013,2022-11-29 17:00:00,5.2,28.59227394751702,77.01253543434247,False
TRF_00026,SENSOR_019,2022-11-29 17:00:00,5.25,28.660726773995112,77.3784037404702,False
TRF_00026,SENSOR_018,2022-11-29 17:00:00,5.49,28.50207017184394,77.08141129476554,False
TRF_00026,SENSOR_015,2022-11-29 17:00:00,5.34,28.481677656425134,77.36070211731723,False
TRF_00026,SENSOR_020,2022-11-29 17:00:00,5.45,28.67409451231575,77.0409753846473,False
TRF_00026,SENSOR_014,2022-11-29 17:00:00,5.9,28.651909908114494,77.3183035117317,False
TRF_00028,SENSOR_007,2022-10-17 06:00:00,2.23,28.780465747053356,77.17941776486619,False
TRF_00028,SENSOR_001,2022-10-17 06:00:00,2.66,28.55732870920022,77.21987425179228,False
TRF_00028,SENSOR_001,2022-10-17 06:00:00,2.16,28.523451064907285,77.14695205804682,False
TRF_00028,SENSOR_003,2022-10-17 06:00:00,3.31,28.742284557206993,77.09833558176524,False
TRF_00028,SENSOR_003,2022-10-17 06:00:00,2.88,28.703208492396048,77.04843439631095,False
TRF_00029,SENSOR_013,2022-02-25 06:00:00,6.07,28.476524582374534,77.04011894625022,False
TRF_00029,SENSOR_001,2022-02-25 06:00:00,4.75,28.418720662698313,77.38719945656273,False
TRF_00029,SENSOR_015,2022-02-25 06:00:00,4.06,28.612994698600424,77.11491015249318,False
TRF_00029,SENSOR_015,2022-02-25 06:00:00,5.72,28.71260408619354,77.27818240574605,False
TRF_00029,SENSOR_012,2022-02-25 06:00:00,5.52,28.647248950996335,77.10093032178149,False
TRF_00029,SENSOR_005,2022-02-25 06:00:00,4.93,28.51220707631982,77.22197387917262,False
TRF_00029,SENSOR_005,2022-02-25 06:00:00,5.06,28.67400964907171,77.24411163072268,False
TRF_00029,SENSOR_010,2022-02-25 06:00:00,5.52,28.71455034543918,77.05715503235406,False
TRF_00029,SENSOR_014,2022-02-25 06:00:00,4.91,28.69606424551518,77.28036295559626,False
TRF_00029,SENSOR_002,2022-02-25 06:00:00,5.43,28.498850472864863,77.38339629753132,False
TRF_00030,SENSOR_005,2022-09-13 18:00:00,5.66,28.793314406575576,77.19810018384689,False
TRF_00030,SENSOR_016,2022-09-13 18:00:00,4.97,28.709051022814354,77.38934155820422,False
TRF_00030,SENSOR_018,2022-09-13 18:00:00,5.0,28.649263068162206,77.25321421555968,False
TRF_00030,SENSOR_014,2022-09-13 18:00:00,4.52,28.71696004514142,77.3166347611044,False
TRF_00031,SENSOR_009,2022-12-03 16:00:00,2.47,28.51123759440876,77.23302326745383,False
TRF_00031,SENSOR_017,2022-12-03 16:00:00,2.96,28.573026258100835,77.3859438212832,False
TRF_00031,SENSOR_008,2022-12-03 16:00:00,3.28,28.49918456257745,77.37621463558108,False
TRF_00031,SENSOR_007,2022-12-03 16:00:00,2.61,28.532612577862995,77.29832239514005,False
TRF_00031,SENSOR_019,2022-12-03 16:00:00,3.04,28.426988169381165,77.21460976772748,False
TRF_00031,SENSOR_008,2022-12-03 16:00:00,2.8,28.754506724539276,77.35891298949919,False
TRF_00031,SENSOR_008,2022-12-03 16:00:00,2.86,28.74258298171349,77.37796124229783,False
TRF_00031,SENSOR_011,2022-12-03 16:00:00,3.29,28.79741346900019,77.27616763009827,False
TRF_00031,SENSOR_006,2022-12-03 16:00:00,2.81,28.41438263502179,77.35540556346307,False
TRF_00032,SENSOR_009,2022-01-24 17:00:00,4.65,28.694360159995885,77.32909865462017,False
TRF_00032,SENSOR_004,2022-01-24 17:00:00,3.92,28.43146397739222,77.15843382910442,False
TRF_00032,SENSOR_010,2022-01-24 17:00:00,4.48,28.645765681974,77.3599815698239,False
TRF_00033,SENSOR_017,2022-05-17 12:00:00,3.38,28.606626496350817,77.06858990858167,False
TRF_00033,SENSOR_018,2022-05-17 12:00:00,3.7,28.535909171686885,77.11618026962994,False
TRF_00033,SENSOR_016,2022-05-17 12:00:00,3.97,28.78214152051959,77.04297972020392,False
TRF_00033,SENSOR_002,2022-05-17 12:00:00,10.66,28.656311464883924,77.04457293990046,True
TRF_00033,SENSOR_020,2022-05-17 12:00:00,3.65,28.417675293765306,77.12875611783923,False
TRF_00033,SENSOR_001,2022-05-17 12:00:00,3.94,28.689851372239534,77.09487457752503,False
TRF_00033,SENSOR_001,2022-05-17 12:00:00,4.75,28.685276458474117,77.08391181969425,False
TRF_00033,SENSOR_010,2022-05-17 12:00:00,3.78,28.69553008177364,77.28635916024187,False
TRF_00033,SENSOR_014,2022-05-17 12:00:00,3.13,28.763815113480984,77.1629351076272,False
TRF_00033,SENSOR_017,2022-05-17 12:00:00,3.44,28.784697159931085,77.36602741075107,False
TRF_00033,SENSOR_015,2022-05-17 12:00:00,3.15,28.74980260823978,77.04686197775814,False
TRF_00033,SENSOR_004,2022-05-17 12:00:00,4.1,28.410581113811492,77.16069526654874,False
TRF_00035,SENSOR_014,2023-06-09 11:00:00,4.04,28.409089492300346,77.00261163305268,False
TRF_00035,SENSOR_018,2023-06-09 11:00:00,3.85,28.683170298225953,77.0815064651532,False
TRF_00035,SENSOR_011,2023-06-09 11:00:00,3.87,28.61542976212553,77.18759846505442,False
TRF_00035,SENSOR_002,2023-06-09 11:00:00,4.51,28.773905258576114,77.15128124244549,False
TRF_00035,SENSOR_010,2023-06-09 11:00:00,4.53,28.79597980338351,77.0275939968083,False
TRF_00036,SENSOR_004,2024-02-01 12:00:00,3.91,28.439541995221127,77.2366967828093,False
TRF_00036,SENSOR_001,2024-02-01 12:00:00,3.68,28.48739988924266,77.37793509678282,False
TRF_00036,SENSOR_006,2024-02-01 12:00:00,4.11,28.47810564302518,77.28677642815128,False
TRF_00036,SENSOR_015,2024-02-01 12:00:00,2.99,28.47188813318981,77.29062771569399,False
TRF_00036,SENSOR_007,2024-02-01 12:00:00,4.1,28.50531372797868,77.23814333034792,False
TRF_00036,SENSOR_002,2024-02-01 12:00:00,2.83,28.467344405266974,77.10576860552457,False
TRF_00036,SENSOR_013,2024-02-01 12:00:00,2.97,28.55063641855324,77.22118567282612,False
TRF_00036,SENSOR_014,2024-02-01 12:00:00,3.85,28.52931351339463,77.15910745088709,False
TRF_00037,SENSOR_003,2024-02-05 13:00:00,3.41,28.603022418797025,77.3395986887069,False
TRF_00037,SENSOR_018,2024-02-05 13:00:00,3.7,28.542247447247856,77.0286867428135,False
TRF_00037,SENSOR_019,2024-02-05 13:00:00,4.01,28.70987023059519,77.15380501605287,False
TRF_00037,SENSOR_015,2024-02-05 13:00:00,4.66,28.53230931650223,77.08849678335301,False
TRF_00037,SENSOR_002,2024-02-05 13:00:00,4.0,28.73554902724694,77.25816094530931,False
TRF_00037,SENSOR_013,2024-02-05 13:00:00,3.64,28.707605412414935,77.3431187716435,False
TRF_00039,SENSOR_013,2023-04-27 18:00:00,3.78,28.616898638773993,77.24015018756452,False
TRF_00039,SENSOR_017,2023-04-27 18:00:00,3.83,28.682879355194988,77.1567848640385,False
TRF_00039,SENSOR_013,2023-04-27 18:00:00,3.31,28.437380391440538,77.23917673662126,False
TRF_00039,SENSOR_019,2023-04-27 18:00:00,3.49,28.61585669410677,77.24177831062083,False
TRF_00039,SENSOR_019,2023-04-27 18:00:00,3.92,28.66302885167973,77.37092101713323,False
TRF_00039,SENSOR_015,2023-04-27 18:00:00,3.06,28.62109402870414,77.05506478955286,False
TRF_00039,SENSOR_006,2023-04-27 18:00:00,4.55,28.43536919484736,77.33038265079901,False
TRF_00039,SENSOR_010,2023-04-27 18:00:00,4.57,28.579352962052926,77.02107461421963,False
TRF_00039,SENSOR_004,2023-04-27 18:00:00,4.0,28.794789532364987,77.17664980718132,False
TRF_00039,SENSOR_006,2023-04-27 18:00:00,4.15,28.488348852559934,77.30020709222431,False
TRF_00039,SENSOR_019,2023-04-27 18:00:00,3.99,28.65790677193901,77.03127627933178,False
TRF_00040,SENSOR_004,2024-09-25 09:00:00,2.96,28.79139563755887,77.00710948152972,False
TRF_00040,SENSOR_004,2024-09-25 09:00:00,11.91,28.531346288052642,77.11199762953073,True
TRF_00040,SENSOR_017,2024-09-25 09:00:00,2.4,28.406669041358843,77.14002884429337,False
TRF_00040,SENSOR_004,2024-09-25 09:00:00,1.78,28.754506720447264,77.2053179076205,False
TRF_00040,SENSOR_011,2024-09-25 09:00:00,2.64,28.744131279640175,77.3519170110979,False
TRF_00040,SENSOR_012,2024-09-25 09:00:00,2.19,28.614931957570384,77.1515763643091,False
TRF_00041,SENSOR_005,2023-02-16 14:00:00,5.43,28.61057989752807,77.19990843142627,False
TRF_00041,SENSOR_008,2023-02-16 14:00:00,5.26,28.485436439344195,77.34676173764875,False
TRF_00041,SENSOR_014,2023-02-16 14:00:00,5.83,28.55412040296249,77.05459886463544,False
TRF_00041,SENSOR_010,2023-02-16 14:00:00,5.26,28.41141668261719,77.22465480908386,False
TRF_00041,SENSOR_005,2023-02-16 14:00:00,5.41,28.658723862061954,77.0635881455841,False
TRF_00041,SENSOR_013,2023-02-16 14:00:00,5.75,28.633615762223805,77.25035235818652,False
TRF_00041,SENSOR_001,2023-02-16 14:00:00,5.59,28.650917667942096,77.20806308625875,False
TRF_00041,SENSOR_018,2023-02-16 14:00:00,5.09,28.484846297961518,77.37057894989346,False
TRF_00041,SENSOR_011,2023-02-16 14:00:00,5.81,28.504334091419615,77.33757120510478,False
TRF_00042,SENSOR_015,2022-02-27 06:00:00,2.14,28.798249164101737,77.06251284861439,False
TRF_00042,SENSOR_010,2022-02-27 06:00:00,2.19,28.479641222641842,77.17277452511524,False
TRF_00042,SENSOR_014,2022-02-27 06:00:00,2.49,28.55239524853724,77.34311516338029,False
TRF_00043,SENSOR_014,2023-02-19 17:00:00,5.93,28.622240140350375,77.05996271653024,False
TRF_00043,SENSOR_017,2023-02-19 17:00:00,6.5,28.400769854147807,77.0795810585586,False
TRF_00043,SENSOR_014,2023-02-19 17:00:00,6.11,28.60837524416892,77.15941612716857,False
TRF_00043,SENSOR_004,2023-02-19 17:00:00,6.39,28.58826340221179,77.3055751172293,False
TRF_00043,SENSOR_006,2023-02-19 17:00:00,6.49,28.701140635540785,77.27514262575245,False
TRF_00043,SENSOR_020,2023-02-19 17:00:00,4.76,28.52097717753851,77.01306787281544,False
TRF_00043,SENSOR_011,2023-02-19 17:00:00,6.33,28.776675583263284,77.19307012833438,False
TRF_00043,SENSOR_004,2023-02-19 17:00:00,6.63,28.5159872263175,77.26787274147884,False
TRF_00043,SENSOR_011,2023-02-19 17:00:00,5.72,28.598517920682312,77.34287164327189,False
TRF_00044,SENSOR_019,2024-10-26 12:00:00,4.62,28.50638277886485,77.32924419398586,False
TRF_00044,SENSOR_015,2024-10-26 12:00:00,3.48,28.44134869144311,77.12532021516009,False
TRF_00044,SENSOR_008,2024-10-26 12:00:00,5.85,28.749527151262157,77.01269747439153,False
TRF_00044,SENSOR_008,2024-10-26 12:00:00,5.08,28.487577108523034,77.1862853668741,False
TRF_00047,SENSOR_005,2024-05-25 07:00:00,5.52,28.41611392122164,77.18051574703213,False
TRF_00047,SENSOR_012,2024-05-25 07:00:00,5.69,28.61113005111624,77.38261091834902,False
TRF_00047,SENSOR_017,2024-05-25 07:00:00,4.51,28.474972853944866,77.08400057255469,False
TRF_00047,SENSOR_006,2024-05-25 07:00:00,5.31,28.74613173462713,77.13125515686428,False
TRF_00048,SENSOR_014,2023-08-01 12:00:00,5.66,28.45547815593615,77.32520160888866,False
TRF_00048,SENSOR_007,2023-08-01 12:00:00,5.92,28.439501851273214,77.36440729102365,False
TRF_00048,SENSOR_009,2023-08-01 12:00:00,6.1,28.75354827944352,77.0603091513597,False
TRF_00048,SENSOR_014,2023-08-01 12:00:00,5.84,28.517324200879237,77.34240952118341,False
TRF_00048,SENSOR_014,2023-08-01 12:00:00,6.02,28.493017535715538,77.10125641811514,False
TRF_00048,SENSOR_005,2023-08-01 12:00:00,5.86,28.584866598519373,77.00245260669676,False
TRF_00048,SENSOR_007,2023-08-01 12:00:00,5.48,28.70096973171017,77.316203038925,False
TRF_00048,SENSOR_001,2023-08-01 12:00:00,5.15,28.560717116926686,77.32663896229258,False
TRF_00048,SENSOR_002,2023-08-01 12:00:00,5.09,28.440754500544745,77.37796962820528,False
TRF_00048,SENSOR_005,2023-08-01 12:00:00,6.21,28.56447833077827,77.34281418103778,False
TRF_00050,SENSOR_002,2024-07-13 13:00:00,6.2,28.51261061334359,77.20439272188234,False
TRF_00050,SENSOR_001,2024-07-13 13:00:00,5.2,28.641391332212866,77.24192864135256,False
TRF_00050,SENSOR_014,2024-07-13 13:00:00,5.1,28.639811463653015,77.02564776780984,False
TRF_00050,SENSOR_009,2024-07-13 13:00:00,5.36,28.431810617008704,77.1509733337348,False
TRF_00050,SENSOR_016,2024-07-13 13:00:00,5.69,28.697708292915756,77.06063890693852,False
TRF_00050,SENSOR_013,2024-07-13 13:00:00,0.16,28.60488442522512,77.03147740768496,True
TRF_00050,SENSOR_002,2024-07-13 13:00:00,4.87,28.569247987957013,77.03290352909886,False
TRF_00050,SENSOR_008,2024-07-13 13:00:00,4.39,28.675490068348143,77.3832695776667,False
TRF_00051,SENSOR_001,2022-12-27 14:00:00,4.29,28.725359809355727,77.01535281434467,False
TRF_00051,SENSOR_004,2022-12-27 14:00:00,5.14,28.670404919087172,77.21912252952457,False
TRF_00051,SENSOR_016,2022-12-27 14:00:00,3.4,28.4365798701295,77.31128053604583,False
TRF_00051,SENSOR_001,2022-12-27 14:00:00,4.36,28.49545370614127,77.27983631492306,False
TRF_00051,SENSOR_020,2022-12-27 14:00:00,4.55,28.739684132781015,77.11266267413865,False
TRF_00051,SENSOR_007,2022-12-27 14:00:00,3.71,28.608611961713542,77.25816380847856,False
TRF_00051,SENSOR_010,2022-12-27 14:00:00,4.4,28.651437486541546,77.15381645842228,False
TRF_00051,SENSOR_002,2022-12-27 14:00:00,3.67,28.590420870918916,77.13266752784182,False
TRF_00051,SENSOR_001,2022-12-27 14:00:00,3.56,28.798000702423664,77.29786452755887,False
TRF_00051,SENSOR_020,2022-12-27 14:00:00,3.95,28.457335941624628,77.09358278908581,False
TRF_00051,SENSOR_010,2022-12-27 14:00:00,3.73,28.515091477988783,77.10977255932943,False
TRF_00053,SENSOR_018,2022-07-08 10:00:00,3.8,28.68835727255405,77.20965427161585,False
TRF_00053,SENSOR_003,2022-07-08 10:00:00,2.91,28.444269448249173,77.27341159459074,False
TRF_00053,SENSOR_001,2022-07-08 10:00:00,3.46,28.4669377194165,77.37266838715826,False
TRF_00053,SENSOR_010,2022-07-08 10:00:00,3.92,28.507741799059524,77.1942905233528,False
TRF_00053,SENSOR_002,2022-07-08 10:00:00,3.46,28.636459901332024,77.21305008220601,False
TRF_00053,SENSOR_011,2022-07-08 10:00:00,3.39,28.49803696868122,77.05837794169832,False
TRF_00054,SENSOR_003,2023-03-30 06:00:00,3.91,28.444845654383894,77.27767332957318,False
TRF_00054,SENSOR_005,2023-03-30 06:00:00,4.01,28.451104040862987,77.09625709829758,False
TRF_00054,SENSOR_005,2023-03-30 06:00:00,4.86,28.405198497849483,77.04919171809539,False
TRF_00055,SENSOR_010,2022-08-26 16:00:00,4.14,28.601706646397915,77.12660806279281,False
TRF_00055,SENSOR_008,2022-08-26 16:00:00,4.76,28.441316418271064,77.11259507405721,False
TRF_00055,SENSOR_008,2022-08-26 16:00:00,3.58,28.61552356410233,77.00009290145321,False
TRF_00055,SENSOR_015,2022-08-26 16:00:00,4.63,28.6308146617033,77.36343972891041,False
TRF_00055,SENSOR_016,2022-08-26 16:00:00,4.65,28.663433523411808,77.11064956809075,False
